transferTime,symbol,amount,transactionId
2023-12-17 04:22:41,USD,0.50971055,03f09ea8-931b-451f-9e97-07218ad61891
2023-12-17 04:26:14,USD,0.51,c0c9e5c6-f195-4a68-b1bd-f6dfa5b307c6
2023-12-17 04:44:08,USDT,0.51,bebeb1d2-b484-44ed-bd40-5e457bcfe108
2023-12-17 04:51:58,USDT,0.1,3f9014db-1711-4f27-bbfd-34fed247e2e4
2023-12-17 04:54:20,USDT,0.1,8580e1d1-50f1-48cc-8589-7796ddea2963
2023-12-17 06:54:23,USDT,0.27,5a9216f2-f1bf-469a-b260-e0e8408f119f
2023-12-17 06:57:02 UTC,USDT,0.27,853dc6dd-0cad-4d21-a4d3-58f484b046a4
2023-12-17 07:57:03 UTC,USDT,0.27,28ddb177-9473-4364-a463-59819c19cb7e
2023-12-17 08:57:05 UTC,USDT,1.22,3b9f106f-72e4-47d2-b3c4-d9ede957b4ed
